obs_id,train_id,class,letter
id_001190,train,1,b
id_001191,valid,20,u
id_001192,test,NA,NA
id_001193,train,5,f
id_001194,train,16,q
id_001195,valid,8,i
id_001196,test,NA,NA
id_001197,train,21,v
id_001198,train,19,t
id_001199,valid,5,f
id_001200,test,NA,NA
id_001201,train,9,j
id_001202,train,19,t
id_001203,valid,24,y
id_001204,test,NA,NA
id_001205,train,18,s
id_001206,train,21,v
id_001207,valid,18,s
id_001208,test,NA,NA
id_001209,train,11,l
id_001210,train,17,r
id_001211,valid,3,d
id_001212,test,NA,NA
id_001213,train,1,b
id_001214,train,7,h
id_001215,valid,10,k
id_001216,test,NA,NA
id_001217,train,25,z
id_001218,train,1,b
id_001219,valid,15,p
id_001220,test,NA,NA
id_001221,train,14,o
id_001222,train,2,c
id_001223,valid,16,q
id_001224,test,NA,NA
id_001225,train,25,z
id_001226,train,25,z
id_001227,valid,2,c
id_001228,test,NA,NA
id_001229,train,25,z
id_001230,train,13,n
id_001231,valid,8,i
id_001232,test,NA,NA
id_001233,train,9,j
id_001234,train,0,a
id_001235,valid,0,a
id_001236,test,NA,NA
id_001237,train,10,k
id_001238,train,12,m
id_001239,valid,10,k
id_001240,test,NA,NA
id_001241,train,10,k
id_001242,train,12,m
id_001243,valid,0,a
id_001244,test,NA,NA
id_001245,train,24,y
id_001246,train,24,y
id_001247,valid,24,y
id_001248,test,NA,NA
id_001249,train,19,t
id_001250,train,1,b
id_001251,valid,3,d
id_001252,test,NA,NA
id_001253,train,19,t
id_001254,train,23,x
id_001255,valid,25,z
id_001256,test,NA,NA
id_001257,train,9,j
id_001258,train,13,n
id_001259,valid,23,x
id_001260,test,NA,NA
id_001261,train,2,c
id_001262,train,19,t
id_001263,valid,7,h
id_001264,test,NA,NA
id_001265,train,5,f
id_001266,train,10,k
id_001267,valid,13,n
id_001268,test,NA,NA
id_001269,train,1,b
id_001270,train,7,h
id_001271,valid,6,g
id_001272,test,NA,NA
id_001273,train,19,t
id_001274,train,22,w
id_001275,valid,17,r
id_001276,test,NA,NA
id_001277,train,4,e
id_001278,train,20,u
id_001279,valid,18,s
id_001280,test,NA,NA
id_001281,train,0,a
id_001282,train,15,p
id_001283,valid,9,j
id_001284,test,NA,NA
id_001285,train,19,t
id_001286,train,6,g
id_001287,valid,6,g
id_001288,test,NA,NA
id_001289,train,12,m
id_001290,train,9,j
id_001291,valid,1,b
id_001292,test,NA,NA
id_001293,train,20,u
id_001294,train,12,m
id_001295,valid,0,a
id_001296,test,NA,NA
id_001297,train,9,j
id_001298,train,12,m
id_001299,valid,10,k
id_001300,test,NA,NA
id_001301,train,13,n
id_001302,train,4,e
id_001303,valid,5,f
id_001304,test,NA,NA
id_001305,train,24,y
id_001306,train,19,t
id_001307,valid,1,b
id_001308,test,NA,NA
id_001309,train,15,p
id_001310,train,11,l
id_001311,valid,0,a
id_001312,test,NA,NA
id_001313,train,12,m
id_001314,train,17,r
id_001315,valid,17,r
id_001316,test,NA,NA
id_001317,train,3,d
id_001318,train,4,e
id_001319,valid,19,t
id_001320,test,NA,NA
id_001321,train,16,q
id_001322,train,2,c
id_001323,valid,21,v
id_001324,test,NA,NA
id_001325,train,5,f
id_001326,train,17,r
id_001327,valid,4,e
id_001328,test,NA,NA
id_001329,train,0,a
id_001330,train,21,v
id_001331,valid,9,j
id_001332,test,NA,NA
id_001333,train,2,c
id_001334,train,12,m
id_001335,valid,19,t
id_001336,test,NA,NA
id_001337,train,13,n
id_001338,train,23,x
id_001339,valid,25,z
id_001340,test,NA,NA
id_001341,train,3,d
id_001342,train,4,e
id_001343,valid,22,w
id_001344,test,NA,NA
id_001345,train,7,h
id_001346,train,4,e
id_001347,valid,1,b
id_001348,test,NA,NA
id_001349,train,18,s
id_001350,train,16,q
id_001351,valid,1,b
id_001352,test,NA,NA
id_001353,train,3,d
id_001354,train,10,k
id_001355,valid,5,f
id_001356,test,NA,NA
id_001357,train,15,p
id_001358,train,2,c
id_001359,valid,4,e
id_001360,test,NA,NA
id_001361,train,22,w
id_001362,train,23,x
id_001363,valid,2,c
id_001364,test,NA,NA
id_001365,train,15,p
id_001366,train,8,i
id_001367,valid,14,o
id_001368,test,NA,NA
id_001369,train,3,d
id_001370,train,14,o
id_001371,valid,8,i
id_001372,test,NA,NA
id_001373,train,6,g
id_001374,train,9,j
id_001375,valid,21,v
id_001376,test,NA,NA
id_001377,train,24,y
id_001378,train,21,v
id_001379,valid,3,d
id_001380,test,NA,NA
id_001381,train,21,v
id_001382,train,16,q
id_001383,valid,12,m
id_001384,test,NA,NA
id_001385,train,0,a
id_001386,train,8,i
id_001387,valid,5,f
id_001388,test,NA,NA
id_001389,train,17,r
id_001390,train,13,n
id_001391,valid,14,o
id_001392,test,NA,NA
id_001393,train,0,a
id_001394,train,24,y
id_001395,valid,18,s
id_001396,test,NA,NA
id_001397,train,19,t
id_001398,train,22,w
id_001399,valid,9,j
id_001400,test,NA,NA
id_001401,train,6,g
id_001402,train,25,z
id_001403,valid,25,z
id_001404,test,NA,NA
id_001405,train,11,l
id_001406,train,20,u
id_001407,valid,12,m
id_001408,test,NA,NA
id_001409,train,3,d
id_001410,train,4,e
id_001411,valid,2,c
id_001412,test,NA,NA
id_001413,train,1,b
id_001414,train,14,o
id_001415,valid,8,i
id_001416,test,NA,NA
id_001417,train,23,x
id_001418,train,9,j
id_001419,valid,24,y
id_001420,test,NA,NA
id_001421,train,24,y
id_001422,train,17,r
id_001423,valid,23,x
id_001424,test,NA,NA
id_001425,train,10,k
id_001426,train,0,a
id_001427,valid,2,c
id_001428,test,NA,NA
id_001429,train,9,j
id_001430,train,20,u
id_001431,valid,0,a
id_001432,test,NA,NA
id_001433,train,9,j
id_001434,train,9,j
id_001435,valid,24,y
id_001436,test,NA,NA
id_001437,train,14,o
id_001438,train,24,y
id_001439,valid,22,w
id_001440,test,NA,NA
id_001441,train,17,r
id_001442,train,11,l
id_001443,valid,5,f
id_001444,test,NA,NA
id_001445,train,24,y
id_001446,train,6,g
id_001447,valid,12,m
id_001448,test,NA,NA
id_001449,train,4,e
id_001450,train,18,s
id_001451,valid,13,n
id_001452,test,NA,NA
id_001453,train,1,b
id_001454,train,17,r
id_001455,valid,20,u
id_001456,test,NA,NA
id_001457,train,17,r
id_001458,train,0,a
id_001459,valid,9,j
id_001460,test,NA,NA
id_001461,train,8,i
id_001462,train,11,l
id_001463,valid,21,v
id_001464,test,NA,NA
id_001465,train,3,d
id_001466,train,7,h
id_001467,valid,4,e
id_001468,test,NA,NA
id_001469,train,17,r
id_001470,train,3,d
id_001471,valid,8,i
id_001472,test,NA,NA
id_001473,train,21,v
id_001474,train,3,d
id_001475,valid,10,k
id_001476,test,NA,NA
id_001477,train,22,w
id_001478,train,10,k
id_001479,valid,17,r
id_001480,test,NA,NA
id_001481,train,0,a
id_001482,train,0,a
id_001483,valid,2,c
id_001484,test,NA,NA
id_001485,train,23,x
id_001486,train,11,l
id_001487,valid,19,t
id_001488,test,NA,NA
id_001489,train,4,e
id_001490,train,22,w
id_001491,valid,2,c
id_001492,test,NA,NA
id_001493,train,21,v
id_001494,train,16,q
id_001495,valid,5,f
id_001496,test,NA,NA
id_001497,train,24,y
id_001498,train,22,w
id_001499,valid,24,y
id_001500,test,NA,NA
id_001501,train,1,b
id_001502,train,22,w
id_001503,valid,5,f
id_001504,test,NA,NA
id_001505,train,2,c
id_001506,train,9,j
id_001507,valid,19,t
id_001508,test,NA,NA
id_001509,train,2,c
id_001510,train,15,p
id_001511,valid,0,a
id_001512,test,NA,NA
id_001513,train,25,z
id_001514,train,21,v
id_001515,valid,21,v
id_001516,test,NA,NA
id_001517,train,20,u
id_001518,train,10,k
id_001519,valid,6,g
id_001520,test,NA,NA
id_001521,train,12,m
id_001522,train,22,w
id_001523,valid,18,s
id_001524,test,NA,NA
id_001525,train,2,c
id_001526,train,21,v
id_001527,valid,11,l
id_001528,test,NA,NA
id_001529,train,14,o
id_001530,train,24,y
id_001531,valid,24,y
id_001532,test,NA,NA
id_001533,train,18,s
id_001534,train,1,b
id_001535,valid,23,x
id_001536,test,NA,NA
id_001537,train,14,o
id_001538,train,15,p
id_001539,valid,3,d
id_001540,test,NA,NA
id_001541,train,9,j
id_001542,train,0,a
id_001543,valid,1,b
id_001544,test,NA,NA
id_001545,train,21,v
id_001546,train,10,k
id_001547,valid,23,x
id_001548,test,NA,NA
id_001549,train,12,m
id_001550,train,16,q
id_001551,valid,4,e
id_001552,test,NA,NA
id_001553,train,22,w
id_001554,train,6,g
id_001555,valid,14,o
id_001556,test,NA,NA
id_001557,train,8,i
id_001558,train,25,z
id_001559,valid,22,w
id_001560,test,NA,NA
id_001561,train,5,f
id_001562,train,19,t
id_001563,valid,22,w
id_001564,test,NA,NA
id_001565,train,5,f
id_001566,train,21,v
id_001567,valid,16,q
id_001568,test,NA,NA
id_001569,train,20,u
id_001570,train,9,j
id_001571,valid,2,c
id_001572,test,NA,NA
id_001573,train,16,q
id_001574,train,21,v
id_001575,valid,11,l
id_001576,test,NA,NA
id_001577,train,19,t
id_001578,train,3,d
id_001579,valid,5,f
id_001580,test,NA,NA
id_001581,train,11,l
id_001582,train,23,x
id_001583,valid,23,x
id_001584,test,NA,NA
id_001585,train,14,o
id_001586,train,15,p
id_001587,valid,20,u
id_001588,test,NA,NA
id_001589,train,10,k
id_001590,train,14,o
id_001591,valid,3,d
id_001592,test,NA,NA
id_001593,train,12,m
id_001594,train,3,d
id_001595,valid,2,c
id_001596,test,NA,NA
id_001597,train,0,a
id_001598,train,6,g
id_001599,valid,22,w
id_001600,test,NA,NA
id_001601,train,3,d
id_001602,train,1,b
id_001603,valid,0,a
id_001604,test,NA,NA
id_001605,train,21,v
id_001606,train,4,e
id_001607,valid,12,m
id_001608,test,NA,NA
id_001609,train,7,h
id_001610,train,3,d
id_001611,valid,11,l
id_001612,test,NA,NA
id_001613,train,8,i
id_001614,train,17,r
id_001615,valid,21,v
id_001616,test,NA,NA
id_001617,train,19,t
id_001618,train,8,i
id_001619,valid,1,b
id_001620,test,NA,NA
id_001621,train,16,q
id_001622,train,14,o
id_001623,valid,19,t
id_001624,test,NA,NA
id_001625,train,19,t
id_001626,train,22,w
id_001627,valid,0,a
id_001628,test,NA,NA
id_001629,train,10,k
id_001630,train,20,u
id_001631,valid,25,z
id_001632,test,NA,NA
id_001633,train,20,u
id_001634,train,2,c
id_001635,valid,1,b
id_001636,test,NA,NA
id_001637,train,1,b
id_001638,train,2,c
id_001639,valid,17,r
id_001640,test,NA,NA
id_001641,train,11,l
id_001642,train,19,t
id_001643,valid,21,v
id_001644,test,NA,NA
id_001645,train,15,p
id_001646,train,8,i
id_001647,valid,13,n
id_001648,test,NA,NA
id_001649,train,14,o
id_001650,train,23,x
id_001651,valid,14,o
id_001652,test,NA,NA
id_001653,train,2,c
id_001654,train,8,i
id_001655,valid,25,z
id_001656,test,NA,NA
id_001657,train,2,c
id_001658,train,15,p
id_001659,valid,12,m
id_001660,test,NA,NA
id_001661,train,7,h
id_001662,train,12,m
id_001663,valid,24,y
id_001664,test,NA,NA
id_001665,train,21,v
id_001666,train,24,y
id_001667,valid,7,h
id_001668,test,NA,NA
id_001669,train,14,o
id_001670,train,6,g
id_001671,valid,22,w
id_001672,test,NA,NA
id_001673,train,25,z
id_001674,train,2,c
id_001675,valid,15,p
id_001676,test,NA,NA
id_001677,train,3,d
id_001678,train,22,w
id_001679,valid,4,e
id_001680,test,NA,NA
id_001681,train,25,z
id_001682,train,16,q
id_001683,valid,0,a
id_001684,test,NA,NA
id_001685,train,25,z
id_001686,train,22,w
id_001687,valid,10,k
id_001688,test,NA,NA
id_001689,train,8,i
id_001690,train,24,y
id_001691,valid,14,o
id_001692,test,NA,NA
id_001693,train,21,v
id_001694,train,5,f
id_001695,valid,15,p
id_001696,test,NA,NA
id_001697,train,0,a
id_001698,train,19,t
id_001699,valid,16,q
id_001700,test,NA,NA
id_001701,train,17,r
id_001702,train,17,r
id_001703,valid,19,t
id_001704,test,NA,NA
id_001705,train,3,d
id_001706,train,4,e
id_001707,valid,0,a
id_001708,test,NA,NA
id_001709,train,9,j
id_001710,train,7,h
id_001711,valid,4,e
id_001712,test,NA,NA
id_001713,train,5,f
id_001714,train,6,g
id_001715,valid,4,e
id_001716,test,NA,NA
id_001717,train,25,z
id_001718,train,2,c
id_001719,valid,9,j
id_001720,test,NA,NA
id_001721,train,20,u
id_001722,train,8,i
id_001723,valid,21,v
id_001724,test,NA,NA
id_001725,train,5,f
id_001726,train,11,l
id_001727,valid,9,j
id_001728,test,NA,NA
id_001729,train,16,q
id_001730,train,20,u
id_001731,valid,23,x
id_001732,test,NA,NA
id_001733,train,12,m
id_001734,train,17,r
id_001735,valid,1,b
id_001736,test,NA,NA
id_001737,train,15,p
id_001738,train,13,n
id_001739,valid,11,l
id_001740,test,NA,NA
id_001741,train,24,y
id_001742,train,25,z
id_001743,valid,16,q
id_001744,test,NA,NA
id_001745,train,6,g
id_001746,train,2,c
id_001747,valid,8,i
id_001748,test,NA,NA
id_001749,train,7,h
id_001750,train,10,k
id_001751,valid,14,o
id_001752,test,NA,NA
id_001753,train,14,o
id_001754,train,5,f
id_001755,valid,21,v
id_001756,test,NA,NA
id_001757,train,16,q
id_001758,train,11,l
id_001759,valid,9,j
id_001760,test,NA,NA
id_001761,train,4,e
id_001762,train,12,m
id_001763,valid,18,s
id_001764,test,NA,NA
id_001765,train,12,m
id_001766,train,15,p
id_001767,valid,14,o
id_001768,test,NA,NA
id_001769,train,22,w
id_001770,train,10,k
id_001771,valid,24,y
id_001772,test,NA,NA
id_001773,train,4,e
id_001774,train,5,f
id_001775,valid,24,y
id_001776,test,NA,NA
id_001777,train,4,e
id_001778,train,1,b
id_001779,valid,15,p
id_001780,test,NA,NA
id_001781,train,15,p
id_001782,train,5,f
id_001783,valid,10,k
id_001784,test,NA,NA
id_001785,train,23,x
id_001786,train,2,c
id_001787,valid,6,g
id_001788,test,NA,NA
id_001789,train,19,t
id_001790,train,23,x
id_001791,valid,12,m
id_001792,test,NA,NA
id_001793,train,4,e
id_001794,train,15,p
id_001795,valid,22,w
id_001796,test,NA,NA
id_001797,train,0,a
id_001798,train,4,e
id_001799,valid,7,h
id_001800,test,NA,NA
id_001801,train,1,b
id_001802,train,9,j
id_001803,valid,14,o
id_001804,test,NA,NA
id_001805,train,15,p
id_001806,train,12,m
id_001807,valid,3,d
id_001808,test,NA,NA
id_001809,train,19,t
id_001810,train,9,j
id_001811,valid,3,d
id_001812,test,NA,NA
id_001813,train,19,t
id_001814,train,1,b
id_001815,valid,15,p
id_001816,test,NA,NA
id_001817,train,19,t
id_001818,train,25,z
id_001819,valid,4,e
id_001820,test,NA,NA
id_001821,train,13,n
id_001822,train,20,u
id_001823,valid,8,i
id_001824,test,NA,NA
id_001825,train,1,b
id_001826,train,14,o
id_001827,valid,14,o
id_001828,test,NA,NA
id_001829,train,24,y
id_001830,train,18,s
id_001831,valid,6,g
id_001832,test,NA,NA
id_001833,train,10,k
id_001834,train,20,u
id_001835,valid,19,t
id_001836,test,NA,NA
id_001837,train,13,n
id_001838,train,13,n
id_001839,valid,24,y
id_001840,test,NA,NA
id_001841,train,19,t
id_001842,train,22,w
id_001843,valid,25,z
id_001844,test,NA,NA
id_001845,train,16,q
id_001846,train,1,b
id_001847,valid,3,d
id_001848,test,NA,NA
id_001849,train,16,q
id_001850,train,4,e
id_001851,valid,4,e
id_001852,test,NA,NA
id_001853,train,4,e
id_001854,train,21,v
id_001855,valid,10,k
id_001856,test,NA,NA
id_001857,train,21,v
id_001858,train,25,z
id_001859,valid,16,q
id_001860,test,NA,NA
id_001861,train,20,u
id_001862,train,0,a
id_001863,valid,21,v
id_001864,test,NA,NA
id_001865,train,11,l
id_001866,train,6,g
id_001867,valid,0,a
id_001868,test,NA,NA
id_001869,train,20,u
id_001870,train,15,p
id_001871,valid,25,z
id_001872,test,NA,NA
id_001873,train,13,n
id_001874,train,20,u
id_001875,valid,2,c
id_001876,test,NA,NA
id_001877,train,9,j
id_001878,train,6,g
id_001879,valid,4,e
id_001880,test,NA,NA
id_001881,train,12,m
id_001882,train,20,u
id_001883,valid,19,t
id_001884,test,NA,NA
id_001885,train,20,u
id_001886,train,6,g
id_001887,valid,15,p
id_001888,test,NA,NA
id_001889,train,4,e
id_001890,train,5,f
id_001891,valid,20,u
id_001892,test,NA,NA
id_001893,train,23,x
id_001894,train,3,d
id_001895,valid,25,z
id_001896,test,NA,NA
id_001897,train,7,h
id_001898,train,0,a
id_001899,valid,17,r
id_001900,test,NA,NA
id_001901,train,22,w
id_001902,train,1,b
id_001903,valid,11,l
id_001904,test,NA,NA
id_001905,train,17,r
id_001906,train,7,h
id_001907,valid,14,o
id_001908,test,NA,NA
id_001909,train,11,l
id_001910,train,8,i
id_001911,valid,14,o
id_001912,test,NA,NA
id_001913,train,21,v
id_001914,train,3,d
id_001915,valid,16,q
id_001916,test,NA,NA
id_001917,train,8,i
id_001918,train,24,y
id_001919,valid,0,a
id_001920,test,NA,NA
id_001921,train,5,f
id_001922,train,25,z
id_001923,valid,12,m
id_001924,test,NA,NA
id_001925,train,0,a
id_001926,train,7,h
id_001927,valid,25,z
id_001928,test,NA,NA
id_001929,train,1,b
id_001930,train,20,u
id_001931,valid,3,d
id_001932,test,NA,NA
id_001933,train,23,x
id_001934,train,14,o
id_001935,valid,0,a
id_001936,test,NA,NA
id_001937,train,19,t
id_001938,train,2,c
id_001939,valid,9,j
id_001940,test,NA,NA
id_001941,train,17,r
id_001942,train,20,u
id_001943,valid,20,u
id_001944,test,NA,NA
id_001945,train,4,e
id_001946,train,0,a
id_001947,valid,6,g
id_001948,test,NA,NA
id_001949,train,0,a
id_001950,train,5,f
id_001951,valid,4,e
id_001952,test,NA,NA
id_001953,train,16,q
id_001954,train,12,m
id_001955,valid,17,r
id_001956,test,NA,NA
id_001957,train,25,z
id_001958,train,7,h
id_001959,valid,13,n
id_001960,test,NA,NA
id_001961,train,25,z
id_001962,train,4,e
id_001963,valid,13,n
id_001964,test,NA,NA
id_001965,train,8,i
id_001966,train,17,r
id_001967,valid,19,t
id_001968,test,NA,NA
id_001969,train,17,r
id_001970,train,25,z
id_001971,valid,14,o
id_001972,test,NA,NA
id_001973,train,5,f
id_001974,train,5,f
id_001975,valid,12,m
id_001976,test,NA,NA
id_001977,train,20,u
id_001978,train,0,a
id_001979,valid,19,t
id_001980,test,NA,NA
id_001981,train,8,i
id_001982,train,18,s
id_001983,valid,6,g
id_001984,test,NA,NA
id_001985,train,17,r
id_001986,train,10,k
id_001987,valid,21,v
id_001988,test,NA,NA
id_001989,train,14,o
id_001990,train,21,v
id_001991,valid,9,j
id_001992,test,NA,NA
id_001993,train,4,e
id_001994,train,21,v
id_001995,valid,8,i
id_001996,test,NA,NA
id_001997,train,1,b
id_001998,train,6,g
id_001999,valid,6,g
id_002000,test,NA,NA
id_002001,train,22,w
id_002002,train,24,y
id_002003,valid,22,w
id_002004,test,NA,NA
id_002005,train,4,e
id_002006,train,2,c
id_002007,valid,14,o
id_002008,test,NA,NA
id_002009,train,13,n
id_002010,train,12,m
id_002011,valid,1,b
id_002012,test,NA,NA
id_002013,train,20,u
id_002014,train,15,p
id_002015,valid,0,a
id_002016,test,NA,NA
id_002017,train,2,c
id_002018,train,0,a
id_002019,valid,21,v
id_002020,test,NA,NA
id_002021,train,7,h
id_002022,train,21,v
id_002023,valid,10,k
id_002024,test,NA,NA
id_002025,train,1,b
id_002026,train,18,s
id_002027,valid,1,b
id_002028,test,NA,NA
id_002029,train,16,q
id_002030,train,10,k
id_002031,valid,11,l
id_002032,test,NA,NA
id_002033,train,7,h
id_002034,train,20,u
id_002035,valid,2,c
id_002036,test,NA,NA
id_002037,train,3,d
id_002038,train,16,q
id_002039,valid,25,z
id_002040,test,NA,NA
id_002041,train,9,j
id_002042,train,3,d
id_002043,valid,19,t
id_002044,test,NA,NA
id_002045,train,20,u
id_002046,train,3,d
id_002047,valid,19,t
id_002048,test,NA,NA
id_002049,train,15,p
id_002050,train,23,x
id_002051,valid,2,c
id_002052,test,NA,NA
id_002053,train,3,d
id_002054,train,6,g
id_002055,valid,19,t
id_002056,test,NA,NA
id_002057,train,2,c
id_002058,train,4,e
id_002059,valid,17,r
id_002060,test,NA,NA
id_002061,train,7,h
id_002062,train,14,o
id_002063,valid,8,i
id_002064,test,NA,NA
id_002065,train,5,f
id_002066,train,15,p
id_002067,valid,10,k
id_002068,test,NA,NA
id_002069,train,20,u
id_002070,train,0,a
id_002071,valid,17,r
id_002072,test,NA,NA
id_002073,train,10,k
id_002074,train,22,w
id_002075,valid,20,u
id_002076,test,NA,NA
id_002077,train,24,y
id_002078,train,12,m
id_002079,valid,12,m
id_002080,test,NA,NA
id_002081,train,17,r
id_002082,train,13,n
id_002083,valid,25,z
id_002084,test,NA,NA
id_002085,train,4,e
id_002086,train,21,v
id_002087,valid,4,e
id_002088,test,NA,NA
id_002089,train,24,y
id_002090,train,13,n
id_002091,valid,20,u
id_002092,test,NA,NA
id_002093,train,19,t
id_002094,train,0,a
id_002095,valid,14,o
id_002096,test,NA,NA
id_002097,train,17,r
id_002098,train,23,x
id_002099,valid,14,o
id_002100,test,NA,NA
id_002101,train,13,n
id_002102,train,16,q
id_002103,valid,15,p
id_002104,test,NA,NA
id_002105,train,3,d
id_002106,train,25,z
id_002107,valid,25,z
id_002108,test,NA,NA
id_002109,train,20,u
id_002110,train,17,r
id_002111,valid,10,k
id_002112,test,NA,NA
id_002113,train,22,w
id_002114,train,21,v
id_002115,valid,6,g
id_002116,test,NA,NA
id_002117,train,24,y
id_002118,train,21,v
id_002119,valid,8,i
id_002120,test,NA,NA
id_002121,train,0,a
id_002122,train,5,f
id_002123,valid,23,x
id_002124,test,NA,NA
id_002125,train,22,w
id_002126,train,16,q
id_002127,valid,5,f
id_002128,test,NA,NA
id_002129,train,2,c
id_002130,train,19,t
id_002131,valid,0,a
id_002132,test,NA,NA
id_002133,train,10,k
id_002134,train,20,u
id_002135,valid,0,a
id_002136,test,NA,NA
id_002137,train,25,z
id_002138,train,24,y
id_002139,valid,25,z
id_002140,test,NA,NA
id_002141,train,20,u
id_002142,train,4,e
id_002143,valid,5,f
id_002144,test,NA,NA
id_002145,train,11,l
id_002146,train,2,c
id_002147,valid,15,p
id_002148,test,NA,NA
id_002149,train,24,y
id_002150,train,14,o
id_002151,valid,4,e
id_002152,test,NA,NA
id_002153,train,1,b
id_002154,train,4,e
id_002155,valid,0,a
id_002156,test,NA,NA
id_002157,train,18,s
id_002158,train,11,l
id_002159,valid,12,m
id_002160,test,NA,NA
id_002161,train,19,t
id_002162,train,24,y
id_002163,valid,11,l
id_002164,test,NA,NA
id_002165,train,16,q
id_002166,train,19,t
id_002167,valid,25,z
id_002168,test,NA,NA
id_002169,train,13,n
id_002170,train,3,d
id_002171,valid,25,z
id_002172,test,NA,NA
